book_id,title,isbn13,language_name,publisher_name,customer_id,order_id,author_name,cover_image_url,published_year,genres,,,,,
26,The Prophet,9.78E+12,English,Rupa & Co,7,14,Jihad El,https://covers.openlibrary.org/b/isbn/9780001000391-L.jpg,2010,General,,,,,
26,The Prophet,9.78E+12,English,Rupa & Co,7,14,Kahlil Gibran,https://covers.openlibrary.org/b/isbn/9780001000391-L.jpg,2010,General,,,,,
26,The Prophet,9.78E+12,English,Rupa & Co,7,14,????? ???? ?????,https://covers.openlibrary.org/b/isbn/9780001000391-L.jpg,2010,General,,,,,
26,The Prophet,9.78E+12,English,Rupa & Co,306,611,Jihad El,https://covers.openlibrary.org/b/isbn/9780001000391-L.jpg,2010,General,,,,,
26,The Prophet,9.78E+12,English,Rupa & Co,306,611,Kahlil Gibran,https://covers.openlibrary.org/b/isbn/9780001000391-L.jpg,2010,General,,,,,
26,The Prophet,9.78E+12,English,Rupa & Co,306,611,????? ???? ?????,https://covers.openlibrary.org/b/isbn/9780001000391-L.jpg,2010,General,,,,,
27,Sam And The Firefly (Beginner Books),9.78E+12,English,Collins,173,7045,P.D. Eastman,https://covers.openlibrary.org/b/isbn/9780001713192-L.jpg,1985,General,,,,,
28,After the Funeral,9.78E+12,English,HarperCollins,22,7543,Agatha Christie,https://covers.openlibrary.org/b/isbn/9780002310192-L.jpg,2001,Children Literature,,,,,
29,Sleeping Murder (Miss Marple  #13),9.78E+12,English,Dodd Mead; 1st edition (September 1976),124,6347,Agatha Christie,https://covers.openlibrary.org/b/isbn/9780002317856-L.jpg,2003,Mystery/Thriller,,,,,
32,Rage of Angels,9.78001E+12,English,HarperCollins Publishers,1405,2155,Sidney Sheldon,https://covers.openlibrary.org/b/isbn/9780006178736-L.jpg,1999,General,,,,,
33,The Four Loves,9.78001E+12,United States English,HarperCollins Publishers Ltd,187,7073,C.S. Lewis,https://covers.openlibrary.org/b/isbn/9780006280897-L.jpg,2002,Romance,,,,,
33,The Four Loves,9.78001E+12,United States English,HarperCollins Publishers Ltd,384,4768,C.S. Lewis,https://covers.openlibrary.org/b/isbn/9780006280897-L.jpg,2002,Romance,,,,,
36,Empires of the Monsoon: A History of the Indian Ocean and Its Invaders,9.78001E+12,English,HarperCollins Publishers,567,1133,Richard Seymour Hall,https://covers.openlibrary.org/b/isbn/9780006380832-L.jpg,1998,Historical,,,,,
37,Executive Orders (Jack Ryan  #8),9.78001E+12,English,HarperCollins,1674,2424,Tom Clancy,https://covers.openlibrary.org/b/isbn/9780006479758-L.jpg,1998,General,,,,,
37,Executive Orders (Jack Ryan  #8),9.78001E+12,English,HarperCollins,401,4801,Tom Clancy,https://covers.openlibrary.org/b/isbn/9780006479758-L.jpg,1998,General,,,,,
37,Executive Orders (Jack Ryan  #8),9.78001E+12,English,HarperCollins,519,3537,Tom Clancy,https://covers.openlibrary.org/b/isbn/9780006479758-L.jpg,1998,General,,,,,
38,Warhost of Vastmark (Wars of Light & Shadow  #3; Arc 2 - The Ships of Merior  #2),9.78001E+12,English,Voyager,819,1569,Janny Wurts,https://covers.openlibrary.org/b/isbn/9780006482079-L.jpg,2009,Historical,,,,,
38,Warhost of Vastmark (Wars of Light & Shadow  #3; Arc 2 - The Ships of Merior  #2),9.78001E+12,English,Voyager,125,4250,Janny Wurts,https://covers.openlibrary.org/b/isbn/9780006482079-L.jpg,2009,Historical,,,,,
38,Warhost of Vastmark (Wars of Light & Shadow  #3; Arc 2 - The Ships of Merior  #2),9.78001E+12,English,Voyager,369,5937,Janny Wurts,https://covers.openlibrary.org/b/isbn/9780006482079-L.jpg,2009,Historical,,,,,
38,Warhost of Vastmark (Wars of Light & Shadow  #3; Arc 2 - The Ships of Merior  #2),9.78001E+12,English,Voyager,301,4602,Janny Wurts,https://covers.openlibrary.org/b/isbn/9780006482079-L.jpg,2009,Historical,,,,,
43,Glittering Images (Starbridge  #1),9.78001E+12,English,Fontana,829,1579,Susan Howatch,https://covers.openlibrary.org/b/isbn/9780006496892-L.jpg,1996,General,,,,,
43,Glittering Images (Starbridge  #1),9.78001E+12,English,Fontana,564,3627,Susan Howatch,https://covers.openlibrary.org/b/isbn/9780006496892-L.jpg,1996,General,,,,,
44,Scandalous Risks,9.78001E+12,English,Harper,24,5247,Susan Howatch,https://covers.openlibrary.org/b/isbn/9780006496908-L.jpg,2009,General,,,,,
44,Scandalous Risks,9.78001E+12,English,Harper,488,4976,Susan Howatch,https://covers.openlibrary.org/b/isbn/9780006496908-L.jpg,2009,General,,,,,
44,Scandalous Risks,9.78001E+12,English,Harper,185,6469,Susan Howatch,https://covers.openlibrary.org/b/isbn/9780006496908-L.jpg,2009,General,,,,,
45,Glamorous Powers (Starbridge  #2),9.78001E+12,British English,HarperCollins,277,5754,Susan Howatch,https://covers.openlibrary.org/b/isbn/9780006496922-L.jpg,1996,General,,,,,
48,Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),9.78001E+12,English,Harper Collins,110,2720,Agatha Christie,https://covers.openlibrary.org/b/isbn/9780006499619-L.jpg,1997,Mystery/Thriller,,,,,
48,Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),9.78001E+12,English,Harper Collins,320,4639,Agatha Christie,https://covers.openlibrary.org/b/isbn/9780006499619-L.jpg,1997,Mystery/Thriller,,,,,
49,Zelda's Cut,9.78001E+12,English,HarperCollins Publishers,19,37,Philippa Gregory,https://covers.openlibrary.org/b/isbn/9780006511779-L.jpg,2001,General,,,,,
50,Spares,9.78001E+12,English,HarperCollins,289,5778,Michael Marshall Smith,https://covers.openlibrary.org/b/isbn/9780006512677-L.jpg,1998,General,,,,,
51,The Wise Woman,9.78001E+12,English,HarperCollins Publishers,371,3241,Philippa Gregory,https://covers.openlibrary.org/b/isbn/9780006514640-L.jpg,2002,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Adèle Lang,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Alisa Valdes,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Anna Maxted,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Carole Matthews,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Emily Barr,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Fiona Walker,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Sophie Kinsella,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Stella Duffy,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Louise Bagshawe,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Lynda Curnyn,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Marian Keyes,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Meg Cabot,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Megan McCafferty,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Sarah Mlynowski,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Isabel Wolff,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Jennifer Weiner,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Jenny Colgan,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Jill A. Davis,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Lauren Henderson,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
52,Girls' Night In,9.78001E+12,British English,HarperCollins,1075,1825,Lisa Jewell,https://covers.openlibrary.org/b/isbn/9780006514855-L.jpg,2000,General,,,,,
53,She Came to Stay,9.78001E+12,British English,Flamingo,304,607,Simone de Beauvoir,https://covers.openlibrary.org/b/isbn/9780006540809-L.jpg,1995,General,,,,,
55,Ocean Star Express,9.78001E+12,English,HarperCollins UK,542,5084,Mark Haddon,https://covers.openlibrary.org/b/isbn/9780006646006-L.jpg,2002,General,,,,,
55,Ocean Star Express,9.78001E+12,English,HarperCollins UK,542,5084,Peter Sutton,https://covers.openlibrary.org/b/isbn/9780006646006-L.jpg,2002,General,,,,,
56,The Collection: The Outsiders / Rumble Fish / That Was Then  This Is Now,9.78001E+12,English,HarperCollins Publishers,206,6511,S.E. Hinton,https://covers.openlibrary.org/b/isbn/9780006751151-L.jpg,1995,General,,,,,
61,The One Minute Minute Sales Person,9.78001E+12,English,HarperCollins Publishers,13,4025,Spencer Johnson,https://covers.openlibrary.org/b/isbn/9780007104840-L.jpg,2000,General,,,,,
61,The One Minute Minute Sales Person,9.78001E+12,English,HarperCollins Publishers,392,784,Spencer Johnson,https://covers.openlibrary.org/b/isbn/9780007104840-L.jpg,2000,General,,,,,
62,Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth,9.78001E+12,English,HarperCollins Publishers Ltd,309,5818,J.R.R. Tolkien,https://covers.openlibrary.org/b/isbn/9780007105045-L.jpg,2001,Fantasy,,,,,
62,Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth,9.78001E+12,English,HarperCollins Publishers Ltd,496,992,J.R.R. Tolkien,https://covers.openlibrary.org/b/isbn/9780007105045-L.jpg,2001,Fantasy,,,,,
63,Dreamland (Dreamland  #1),9.78001E+12,English,HarperCollins Publishers Ltd,1749,2499,Dale Brown,https://covers.openlibrary.org/b/isbn/9780007109661-L.jpg,2001,General,,,,,
63,Dreamland (Dreamland  #1),9.78001E+12,English,HarperCollins Publishers Ltd,1749,2499,Jim DeFelice,https://covers.openlibrary.org/b/isbn/9780007109661-L.jpg,2001,General,,,,,
64,Partners in Crime (Tommy and Tuppence #2),9.78001E+12,English,HarperCollins Publishers,1570,2320,Agatha Christie,https://covers.openlibrary.org/b/isbn/9780007111503-L.jpg,2001,Mystery/Thriller,,,,,
65,The Lord of the Rings: The Return of the King - Visual Companion,9.78001E+12,English,HarperCollins,190,5579,Jude Fisher,https://covers.openlibrary.org/b/isbn/9780007116263-L.jpg,2003,General,,,,,
66,All Families Are Psychotic,9.78001E+12,English,Harper Perennial,615,1229,Douglas Coupland,https://covers.openlibrary.org/b/isbn/9780007117536-L.jpg,2002,General,,,,,
66,All Families Are Psychotic,9.78001E+12,English,Harper Perennial,703,1406,Douglas Coupland,https://covers.openlibrary.org/b/isbn/9780007117536-L.jpg,2002,General,,,,,
66,All Families Are Psychotic,9.78001E+12,English,Harper Perennial,564,1127,Douglas Coupland,https://covers.openlibrary.org/b/isbn/9780007117536-L.jpg,2002,General,,,,,
67,Hallowe'en Party (Hercule Poirot  #39),9.78001E+12,English,Harper,48,95,Agatha Christie,https://covers.openlibrary.org/b/isbn/9780007120680-L.jpg,2001,General,,,,,
67,Hallowe'en Party (Hercule Poirot  #39),9.78001E+12,English,Harper,272,5744,Agatha Christie,https://covers.openlibrary.org/b/isbn/9780007120680-L.jpg,2001,General,,,,,
71,The Metaphysical Club,9.78001E+12,English,HarperCollins Publishers,117,5434,Louis Menand,https://covers.openlibrary.org/b/isbn/9780007126903-L.jpg,2010,General,,,,,
71,The Metaphysical Club,9.78001E+12,English,HarperCollins Publishers,38,2575,Louis Menand,https://covers.openlibrary.org/b/isbn/9780007126903-L.jpg,2010,General,,,,,
73,The Lord of the Rings (The Lord of the Rings  #1-3),9.78001E+12,English,Not Avail,100,200,Alan Lee,https://covers.openlibrary.org/b/isbn/9780007136582-L.jpg,2002,Technology,,,,,
73,The Lord of the Rings (The Lord of the Rings  #1-3),9.78001E+12,English,Not Avail,100,200,Rob Inglis,https://covers.openlibrary.org/b/isbn/9780007136582-L.jpg,2002,Technology,,,,,
73,The Lord of the Rings (The Lord of the Rings  #1-3),9.78001E+12,English,Not Avail,23,6745,Alan Lee,https://covers.openlibrary.org/b/isbn/9780007136582-L.jpg,2002,Technology,,,,,
73,The Lord of the Rings (The Lord of the Rings  #1-3),9.78001E+12,English,Not Avail,23,6745,Rob Inglis,https://covers.openlibrary.org/b/isbn/9780007136582-L.jpg,2002,Technology,,,,,
74,The Annotated Hobbit,9.78001E+12,English,HarperCollins,161,6421,Douglas A. Anderson,https://covers.openlibrary.org/b/isbn/9780007137275-L.jpg,2003,General,,,,,
74,The Annotated Hobbit,9.78001E+12,English,HarperCollins,161,6421,J.R.R. Tolkien,https://covers.openlibrary.org/b/isbn/9780007137275-L.jpg,2003,General,,,,,
74,The Annotated Hobbit,9.78001E+12,English,HarperCollins,273,5746,Douglas A. Anderson,https://covers.openlibrary.org/b/isbn/9780007137275-L.jpg,2003,General,,,,,
74,The Annotated Hobbit,9.78001E+12,English,HarperCollins,273,5746,J.R.R. Tolkien,https://covers.openlibrary.org/b/isbn/9780007137275-L.jpg,2003,General,,,,,
74,The Annotated Hobbit,9.78001E+12,English,HarperCollins,228,4455,Douglas A. Anderson,https://covers.openlibrary.org/b/isbn/9780007137275-L.jpg,2003,General,,,,,
74,The Annotated Hobbit,9.78001E+12,English,HarperCollins,228,4455,J.R.R. Tolkien,https://covers.openlibrary.org/b/isbn/9780007137275-L.jpg,2003,General,,,,,
77,Complete Works of Oscar Wilde,9.78001E+12,English,HarperCollins Publishers,89,178,Merlin Holland,https://covers.openlibrary.org/b/isbn/9780007144358-L.jpg,2003,Adventure,,,,,
77,Complete Works of Oscar Wilde,9.78001E+12,English,HarperCollins Publishers,89,178,Oscar Wilde,https://covers.openlibrary.org/b/isbn/9780007144358-L.jpg,2003,Adventure,,,,,
80,Tales from the Perilous Realm,9.78001E+12,English,HarperCollins Publishers,660,1319,J.R.R. Tolkien,https://covers.openlibrary.org/b/isbn/9780007149124-L.jpg,2002,General,,,,,
81,The Yiddish Policemen's Union,9.78001E+12,English,HarperCollins,31,6761,Michael Chabon,https://covers.openlibrary.org/b/isbn/9780007149827-L.jpg,2007,General,,,,,
81,The Yiddish Policemen's Union,9.78001E+12,English,HarperCollins,75,6250,Michael Chabon,https://covers.openlibrary.org/b/isbn/9780007149827-L.jpg,2007,General,,,,,
